URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Average Sentence Length,Percentage of Complex words,Complex Word Count,Fog Index,avg no of words per sentence,word count,Syllable per word,personal pronouns,Average Word Length,
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,43,7,0.719999986,0.039525692,57.5,12.91778656,16341,28.16711462,34.85219006,1265,2603,23,5.754940711,
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,73,16,0.640449431,0.043351193,39.48076923,8.253287871,16944,19.09362284,34.85219006,2053,3805,27,5.27179737,
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,63,12,0.679999991,0.05033557,51.37931034,11.70536913,17441,25.23387179,34.85219006,1490,3113,24,5.780536913,
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,58,14,0.611111103,0.057097542,38.21212121,14.16256939,17859,20.94987624,34.85219006,1261,2616,24,5.813639968,
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,41,7,0.708333319,0.047619048,72,18.09027778,18235,36.03611111,34.85219006,1008,2200,27,6.132936508,
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,61,43,0.173076921,0.05946255,28.67213115,10.70097198,18716,15.74924125,34.85219006,1749,3304,43,5.328759291,
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,44,6,0.759999985,0.048496605,68.73333333,18.50630456,19080,34.89585516,34.85219006,1031,2255,24,6.103782735,
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,95,23,0.610169486,0.056432329,31.20895522,9.478240077,19819,16.27487812,34.85219006,2091,4268,23,5.784791966,
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,48,23,0.352112671,0.0502477,58.875,14.35385704,20282,29.29154282,34.85219006,1413,2832,35,5.66383581,
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,58,40,0.183673468,0.049670552,37.22641509,10.56614293,20847,19.11702321,34.85219006,1973,3723,32,5.348707552,
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,66,52,0.118644067,0.044095665,34.75324675,8.100149477,21676,17.14135849,34.85219006,2676,5105,43,5.44431988,
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,91,25,0.568965512,0.043527204,36.01351351,8.389868668,22359,17.76135287,34.85219006,2665,4817,45,5.084052533,
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,85,29,0.491228066,0.04812157,32.01351351,9.71042634,23004,16.68957594,34.85219006,2369,4318,42,5.200928662,
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,61,11,0.694444435,0.040449438,29.66666667,13.20280899,23501,17.14779026,34.85219006,1780,3230,24,5.221910112,
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,90,12,0.764705875,0.043293718,38,10.23514431,24114,19.29405772,34.85219006,2356,4182,27,4.997877759,
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,75,9,0.785714276,0.0625,64,18.26190476,24544,32.9047619,34.85219006,1344,2724,31,5.555059524,
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,86,19,0.638095232,0.04178273,36.42028986,10.07282133,25313,18.59724447,34.85219006,2513,4781,32,5.335455631,
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,72,86,-0.088607594,0.082248829,26.31506849,13.45653306,25850,15.90864062,34.85219006,1921,3548,36,5.192608017,
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,108,31,0.553956831,0.067607004,27.05263158,12.82149805,26361,15.94965185,34.85219006,2056,3617,28,5.08463035,
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,62,55,0.059829059,0.056412729,39.88461538,12.98505304,26931,21.14786737,34.85219006,2074,3773,27,5.384281581,
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,72,34,0.358490563,0.04489623,26.23333333,11.70775095,27642,15.17643371,34.85219006,2361,4367,32,5.389241847,
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,72,96,-0.142857142,0.085106383,25.97368421,14.28672746,28202,16.10416467,34.85219006,1974,3636,38,5.202634245,
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,89,43,0.348484846,0.053680358,39.66129032,11.74176495,28873,20.56122211,34.85219006,2459,4358,28,5.208621391,
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,60,16,0.578947361,0.046826864,60.11111111,18.09796673,29373,31.28363114,34.85219006,1623,3235,24,5.685767098,
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,75,29,0.442307688,0.050363196,51.625,14.53075061,30006,26.46230024,34.85219006,2065,4016,24,5.62566586,
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,78,57,0.155555554,0.051389418,32.8375,11.71830986,30784,17.82232394,34.85219006,2627,4816,29,5.301484583,
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,74,18,0.608695646,0.02156587,21.01477833,7.485232068,31932,11.40000416,34.85219006,4266,7123,25,5.072198781,
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,75,57,0.136363635,0.048565121,30.2,12.03679176,32716,16.8947167,34.85219006,2718,4919,35,5.253495217,
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,65,81,-0.10958904,0.060255881,35.11594203,13.85555097,33572,19.5885972,34.85219006,2423,4705,23,5.662814693,
91,https://insights.blackcoffer.com/human-rights-outlook/,37,6,0.720930216,0.041626331,79.46153846,32.83155857,33915,44.91723881,34.85219006,1033,2172,28,5.885769603,
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,84,8,0.826086948,0.048910154,36.17307692,18.32482722,34469,21.79916166,34.85219006,1881,3601,27,5.354598618,
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,88,40,0.374999997,0.045519203,23.04918033,12.5170697,35198,14.22650001,34.85219006,2812,4867,29,5.126600284,
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,96,22,0.627118639,0.043398308,29.23655914,13.24420743,36011,16.99230663,34.85219006,2719,5056,28,5.236116219,
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,72,41,0.274336281,0.057477111,38.54901961,18.61495422,36597,22.86558953,34.85219006,1966,3670,26,5.456256358,
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,55,48,0.067961164,0.038447182,33.4875,13.96341919,37408,18.98036767,34.85219006,2679,4994,24,5.43225084,
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,54,47,0.06930693,0.054388799,36.41176471,20.44318794,37963,22.74198106,34.85219006,1857,3541,27,5.46365105,
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,79,54,0.187969923,0.062265918,28.10526316,18.05805243,38572,18.46532624,34.85219006,2136,3924,60,5.249531835,
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,67,32,0.35353535,0.05,48.29268293,19.77626263,39157,27.22757822,34.85219006,1980,3763,35,5.399494949,
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,60,48,0.11111111,0.049270073,35.35483871,18.16195255,39811,21.40671651,34.85219006,2192,4130,30,5.451642336,
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,42,7,0.7142857,0.047851562,78.76923077,39.19628906,40137,47.18620793,34.85219006,1024,2125,27,5.780273438,
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,66,53,0.109243697,0.059351621,30.84615385,20.30024938,40702,20.45856129,34.85219006,2005,3628,36,5.246882793,
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,47,29,0.236842102,0.051040967,40.24324324,27.65480188,41178,27.15921805,34.85219006,1489,2921,27,5.62256548,
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,68,61,0.054263565,0.063578117,36.23214286,20.59931,41796,22.73258114,34.85219006,2029,3828,25,5.488910793,
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,66,38,0.269230767,0.052313883,41.41666667,21.29929577,42343,25.08638498,34.85219006,1988,3584,29,5.240945674,
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,43,7,0.719999986,0.040128411,65.57894737,34.3459069,42795,39.96994171,34.85219006,1246,2649,23,6.012038523,
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,58,6,0.812499987,0.042809365,41.52777778,28.91571906,43229,28.17739874,34.85219006,1495,2906,29,5.501003344,
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,74,63,0.08029197,0.0700409,54.33333333,22.40541922,43825,30.69550102,34.85219006,1956,3716,28,5.54805726,
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,68,34,0.33333333,0.063354037,46,27.47267081,44231,29.38906832,34.85219006,1610,2947,65,5.183229814,
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,43,44,-0.011494253,0.045502092,36.76923077,23.43828452,44814,24.08300612,34.85219006,1912,3548,26,5.514121339,
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,60,36,0.249999997,0.050078247,34.23214286,23.68492436,45404,23.16682689,34.85219006,1917,3678,23,5.579551382,
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,73,56,0.131782945,0.065984655,36.2037037,23.52685422,45995,23.89222317,34.85219006,1955,3695,27,5.488491049,
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,64,40,0.230769229,0.048282266,35.9,21.64623955,46626,23.01849582,34.85219006,2154,4003,33,5.367688022,
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,89,54,0.244755243,0.05733761,32.38961039,18.96391339,47296,20.54140951,34.85219006,2494,4447,28,5.163592622,
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,67,50,0.145299144,0.043413729,28.36842105,17.84823748,48101,18.48666341,34.85219006,2695,4828,34,5.305751391,
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,66,30,0.374999996,0.055172414,69.6,27.88333333,48517,38.99333333,34.85219006,1740,3157,70,5.116091954,
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,90,89,0.005586592,0.063005984,38.39189189,17.37134812,49352,22.305296,34.85219006,2841,5143,36,5.386835621,
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,84,61,0.158620689,0.065879146,26.20238095,22.6733303,49904,19.5502845,34.85219006,2201,4011,30,5.039527488,
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,45,19,0.406249994,0.053244592,46.23076923,41.86272879,50319,35.23739921,34.85219006,1202,2487,24,5.935108153,
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,89,98,-0.048128342,0.060537391,31.84536082,16.58109421,51219,19.37058201,34.85219006,3089,5444,33,5.321463257,
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,91,69,0.137499999,0.064076892,36.72058824,20.75090108,51815,22.98859573,34.85219006,2497,4382,59,4.951942331,
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,83,72,0.070967741,0.058490566,26.5,19.83245283,52556,18.53298113,34.85219006,2650,4754,37,5.169433962,
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,93,91,0.010869565,0.068072512,32.56626506,19.72992971,53330,20.91847791,34.85219006,2703,4947,42,5.246022937,
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,87,80,0.041916167,0.058678847,29.04081633,19.05059733,54218,19.23656546,34.85219006,2846,5301,31,5.368587491,
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,98,23,0.619834706,0.04384058,43.125,19.94130435,55038,25.22652174,34.85219006,2760,5045,26,5.363043478,
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,56,31,0.287356319,0.050847458,46.24324324,32.47691409,55568,31.48806293,34.85219006,1711,3309,25,5.531268264,
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,88,99,-0.058823529,0.074650699,33.4,22.47864271,56309,22.35145709,34.85219006,2505,4671,29,5.408782435,
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,69,52,0.140495867,0.064775161,38.12244898,30.45182013,56884,27.42970764,34.85219006,1868,3538,28,5.377408994,
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,43,34,0.116883115,0.051128818,43.02857143,38.10092961,57380,32.45180042,34.85219006,1506,3049,24,5.780212483,
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,62,72,-0.074626865,0.052018634,46.83636364,22.55434783,58100,27.75628458,34.85219006,2576,4855,26,5.409549689,
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,137,36,0.583815026,0.063486239,36.33333333,21.61357798,58897,23.17876453,34.85219006,2725,5025,23,5.331009174,
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,74,29,0.4368932,0.044666088,38.43333333,25.83477884,59575,25.70724487,34.85219006,2306,4292,31,5.324371206,
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,98,38,0.441176467,0.072533333,41.66666667,32.13813333,60259,29.52192,34.85219006,1875,3803,24,5.934933333,
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,45,17,0.451612896,0.0496,89.28571429,48.5664,60708,55.14084571,34.85219006,1250,2699,27,6.0736,
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,44,14,0.51724137,0.047697368,67.55555556,50.24095395,61093,47.1186038,34.85219006,1216,2472,30,5.709703947,
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,36,28,0.124999998,0.049883086,71.27777778,47.9431021,61511,47.68835195,34.85219006,1283,2555,28,5.697583788,
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,37,14,0.450980383,0.046788991,99.09090909,56.76422018,61873,62.34205171,34.85219006,1090,2274,27,5.871559633,
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,41,17,0.413793096,0.05141844,56.4,55.20124113,62267,44.64049645,34.85219006,1128,2348,31,5.906914894,
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,88,29,0.5042735,0.079268293,27.33333333,42.52506775,62767,27.94336043,34.85219006,1476,2970,25,5.787262873,
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,62,58,0.033333333,0.063660477,33.66071429,33.60371353,63343,26.90577113,34.85219006,1885,3555,23,5.440318302,
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,49,53,-0.039215686,0.05561614,48.26315789,34.82824427,63875,33.23656087,34.85219006,1834,3412,27,5.406215921,
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,85,74,0.06918239,0.058541973,31.58139535,23.82547865,64710,22.1627496,34.85219006,2716,5055,23,5.315537555,
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,39,34,0.06849315,0.048537234,42.97142857,43.33577128,65177,34.52287994,34.85219006,1504,2867,24,5.621010638,
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,31,5,0.722222202,0.045283019,132.5,82.33207547,65454,85.93283019,34.85219006,795,1720,26,6.067924528,
145,https://insights.blackcoffer.com/blockchain-in-fintech/,54,21,0.439999994,0.041597338,45.075,36.60288408,65995,32.67115363,34.85219006,1803,3445,25,5.586245147,
146,https://insights.blackcoffer.com/blockchain-for-payments/,63,35,0.285714283,0.05399449,34.90384615,36.65950413,66537,28.62534011,34.85219006,1815,3438,32,5.577961433,
147,https://insights.blackcoffer.com/the-future-of-investing/,81,21,0.588235288,0.041871921,30.45,27.62233169,67288,23.22893268,34.85219006,2436,4564,42,5.36001642,
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,66,53,0.109243697,0.057487923,29.15492958,32.83188406,67962,24.79472545,34.85219006,2070,3983,25,5.417391304,
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,73,10,0.759036135,0.052631579,45.05714286,43.45656309,68531,35.40548238,34.85219006,1577,3246,23,5.927076728,
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,85,46,0.297709921,0.066870852,28.39130435,35.2848392,69123,25.47045742,34.85219006,1959,3678,31,5.43797856,
